dataset,attr_method,metric,model,itr_no,area,comp,suff
electricity,gatemask,mae,iTransformer,2,0.1,6.404,18.427
electricity,gatemask,mae,iTransformer,2,0.15,9.01,16.52
electricity,gatemask,mae,iTransformer,3,0.05,3.454,20.212
electricity,gatemask,mae,iTransformer,3,0.075,5.111,19.201
electricity,gatemask,mae,iTransformer,3,0.1,6.514,18.491
electricity,gatemask,mae,iTransformer,3,0.15,9.192,16.432
electricity,gatemask,mae,CALF,1,0.05,5.423,18.944
electricity,gatemask,mae,CALF,1,0.075,7.935,17.483
electricity,gatemask,mae,CALF,1,0.1,9.217,16.777
electricity,gatemask,mae,CALF,1,0.15,11.312,15.375
electricity,gatemask,mae,CALF,2,0.05,5.722,19.302
electricity,gatemask,mae,CALF,2,0.075,8.209,17.877
electricity,gatemask,mae,CALF,2,0.1,9.376,17.2
electricity,gatemask,mae,CALF,2,0.15,11.469,15.821
electricity,gatemask,mae,CALF,3,0.05,5.546,19.199
electricity,gatemask,mae,CALF,3,0.075,7.906,17.718
electricity,gatemask,mae,CALF,3,0.1,9.096,17.017
electricity,gatemask,mae,CALF,3,0.15,11.168,15.608
electricity,wtsr,mae,DLinear,1,0.05,11.126,12.623
electricity,wtsr,mae,DLinear,1,0.075,11.668,11.748
electricity,wtsr,mae,DLinear,1,0.1,11.953,11.203
electricity,wtsr,mae,DLinear,1,0.15,12.638,9.959
electricity,wtsr,mae,DLinear,2,0.05,10.877,12.363
electricity,wtsr,mae,DLinear,2,0.075,11.404,11.52
electricity,wtsr,mae,DLinear,2,0.1,11.681,11.002
electricity,wtsr,mae,DLinear,2,0.15,12.351,9.822
electricity,wtsr,mae,DLinear,3,0.05,11.189,12.542
electricity,wtsr,mae,DLinear,3,0.075,11.698,11.663
electricity,wtsr,mae,DLinear,3,0.1,11.965,11.126
electricity,wtsr,mae,DLinear,3,0.15,12.626,9.899
electricity,wtsr,mae,MICN,1,0.05,11.699,11.575
electricity,wtsr,mae,MICN,1,0.075,12.416,10.167
electricity,wtsr,mae,MICN,1,0.1,12.852,9.323
electricity,wtsr,mae,MICN,1,0.15,13.622,7.869
electricity,wtsr,mae,MICN,2,0.05,11.898,11.592
electricity,wtsr,mae,MICN,2,0.075,12.69,10.18
electricity,wtsr,mae,MICN,2,0.1,13.118,9.372
electricity,wtsr,mae,MICN,2,0.15,13.93,7.904
electricity,wtsr,mae,MICN,3,0.05,11.6,11.703
electricity,wtsr,mae,MICN,3,0.075,12.432,10.288
electricity,wtsr,mae,MICN,3,0.1,12.912,9.452
electricity,wtsr,mae,MICN,3,0.15,13.764,8.009
electricity,wtsr,mae,SegRNN,1,0.05,11.456,13.682
electricity,wtsr,mae,SegRNN,1,0.075,12.51,12.693
electricity,wtsr,mae,SegRNN,1,0.1,12.999,12.106
electricity,wtsr,mae,SegRNN,1,0.15,13.858,10.815
electricity,wtsr,mae,SegRNN,2,0.05,11.574,13.194
electricity,wtsr,mae,SegRNN,2,0.075,12.626,12.176
electricity,wtsr,mae,SegRNN,2,0.1,13.116,11.578
electricity,wtsr,mae,SegRNN,2,0.15,13.953,10.26
electricity,wtsr,mae,SegRNN,3,0.05,11.119,13.551
electricity,wtsr,mae,SegRNN,3,0.075,12.259,12.538
electricity,wtsr,mae,SegRNN,3,0.1,12.783,11.95
electricity,wtsr,mae,SegRNN,3,0.15,13.696,10.646
electricity,wtsr,mae,iTransformer,1,0.05,10.732,16.041
electricity,wtsr,mae,iTransformer,1,0.075,12.164,14.796
electricity,wtsr,mae,iTransformer,1,0.1,12.931,14.012
electricity,wtsr,mae,iTransformer,1,0.15,14.301,12.451
electricity,wtsr,mae,iTransformer,2,0.05,11.071,16.059
electricity,wtsr,mae,iTransformer,2,0.075,12.415,14.854
electricity,wtsr,mae,iTransformer,2,0.1,13.111,14.067
electricity,wtsr,mae,iTransformer,2,0.15,14.381,12.469
electricity,wtsr,mae,iTransformer,3,0.05,11.093,16.48
electricity,wtsr,mae,iTransformer,3,0.075,12.459,15.215
electricity,wtsr,mae,iTransformer,3,0.1,13.16,14.401
electricity,wtsr,mae,iTransformer,3,0.15,14.421,12.736
electricity,wtsr,mae,CALF,1,0.05,11.18,16.082
electricity,wtsr,mae,CALF,1,0.075,12.722,14.758
electricity,wtsr,mae,CALF,1,0.1,13.466,13.98
electricity,wtsr,mae,CALF,1,0.15,14.885,12.241
electricity,wtsr,mae,CALF,2,0.05,11.157,16.315
electricity,wtsr,mae,CALF,2,0.075,12.644,14.862
electricity,wtsr,mae,CALF,2,0.1,13.418,14.048
electricity,wtsr,mae,CALF,2,0.15,14.881,12.278
electricity,wtsr,mae,CALF,3,0.05,11.046,16.131
electricity,wtsr,mae,CALF,3,0.075,12.564,14.804
electricity,wtsr,mae,CALF,3,0.1,13.32,14.027
electricity,wtsr,mae,CALF,3,0.15,14.804,12.23
mimic_iii,feature_ablation,auc,DLinear,1,0.05,0.597,0.562
mimic_iii,feature_ablation,auc,DLinear,1,0.075,0.643,0.559
mimic_iii,feature_ablation,auc,DLinear,1,0.1,0.678,0.558
mimic_iii,feature_ablation,auc,DLinear,1,0.15,0.728,0.557
mimic_iii,feature_ablation,auc,DLinear,2,0.05,0.649,0.55
mimic_iii,feature_ablation,auc,DLinear,2,0.075,0.685,0.546
mimic_iii,feature_ablation,auc,DLinear,2,0.1,0.707,0.545
mimic_iii,feature_ablation,auc,DLinear,2,0.15,0.745,0.544
mimic_iii,feature_ablation,auc,DLinear,3,0.05,0.404,0.366
mimic_iii,feature_ablation,auc,DLinear,3,0.075,0.432,0.357
mimic_iii,feature_ablation,auc,DLinear,3,0.1,0.479,0.353
mimic_iii,feature_ablation,auc,DLinear,3,0.15,0.529,0.351
mimic_iii,feature_ablation,auc,MICN,1,0.05,0.636,0.662
mimic_iii,feature_ablation,auc,MICN,1,0.075,0.638,0.655
mimic_iii,feature_ablation,auc,MICN,1,0.1,0.638,0.645
mimic_iii,feature_ablation,auc,MICN,1,0.15,0.651,0.636
mimic_iii,feature_ablation,auc,MICN,2,0.05,0.487,0.457
mimic_iii,feature_ablation,auc,MICN,2,0.075,0.495,0.441
mimic_iii,feature_ablation,auc,MICN,2,0.1,0.499,0.434
mimic_iii,feature_ablation,auc,MICN,2,0.15,0.54,0.425
mimic_iii,feature_ablation,auc,MICN,3,0.05,0.336,0.304
mimic_iii,feature_ablation,auc,MICN,3,0.075,0.351,0.297
mimic_iii,feature_ablation,auc,MICN,3,0.1,0.356,0.296
mimic_iii,feature_ablation,auc,MICN,3,0.15,0.384,0.293
mimic_iii,feature_ablation,auc,SegRNN,1,0.05,0.529,0.277
mimic_iii,feature_ablation,auc,SegRNN,1,0.075,0.546,0.273
mimic_iii,feature_ablation,auc,SegRNN,1,0.1,0.56,0.267
mimic_iii,feature_ablation,auc,SegRNN,1,0.15,0.568,0.262
mimic_iii,feature_ablation,auc,SegRNN,2,0.05,0.581,0.435
mimic_iii,feature_ablation,auc,SegRNN,2,0.075,0.588,0.43
mimic_iii,feature_ablation,auc,SegRNN,2,0.1,0.591,0.427
mimic_iii,feature_ablation,auc,SegRNN,2,0.15,0.602,0.423
mimic_iii,feature_ablation,auc,SegRNN,3,0.05,0.355,0.204
mimic_iii,feature_ablation,auc,SegRNN,3,0.075,0.381,0.191
mimic_iii,feature_ablation,auc,SegRNN,3,0.1,0.397,0.188
mimic_iii,feature_ablation,auc,SegRNN,3,0.15,0.422,0.18
mimic_iii,feature_ablation,auc,iTransformer,1,0.05,0.486,0.561
mimic_iii,feature_ablation,auc,iTransformer,1,0.075,0.489,0.542
mimic_iii,feature_ablation,auc,iTransformer,1,0.1,0.493,0.532
mimic_iii,feature_ablation,auc,iTransformer,1,0.15,0.51,0.51
mimic_iii,feature_ablation,auc,iTransformer,2,0.05,0.353,0.441
mimic_iii,feature_ablation,auc,iTransformer,2,0.075,0.36,0.413
mimic_iii,feature_ablation,auc,iTransformer,2,0.1,0.371,0.395
mimic_iii,feature_ablation,auc,iTransformer,2,0.15,0.395,0.372
mimic_iii,feature_ablation,auc,iTransformer,3,0.05,0.492,0.549
mimic_iii,feature_ablation,auc,iTransformer,3,0.075,0.499,0.524
mimic_iii,feature_ablation,auc,iTransformer,3,0.1,0.504,0.51
mimic_iii,feature_ablation,auc,iTransformer,3,0.15,0.521,0.494
mimic_iii,feature_ablation,auc,CALF,1,0.05,0.931,0.96
mimic_iii,feature_ablation,auc,CALF,1,0.075,0.931,0.96
mimic_iii,feature_ablation,auc,CALF,1,0.1,0.931,0.955
mimic_iii,feature_ablation,auc,CALF,1,0.15,0.932,0.948
mimic_iii,feature_ablation,auc,CALF,2,0.05,0.749,0.754
mimic_iii,feature_ablation,auc,CALF,2,0.075,0.755,0.75
mimic_iii,feature_ablation,auc,CALF,2,0.1,0.76,0.747
mimic_iii,feature_ablation,auc,CALF,2,0.15,0.785,0.746
mimic_iii,feature_ablation,auc,CALF,3,0.05,0.76,0.785
mimic_iii,feature_ablation,auc,CALF,3,0.075,0.76,0.773
mimic_iii,feature_ablation,auc,CALF,3,0.1,0.767,0.766
mimic_iii,feature_ablation,auc,CALF,3,0.15,0.78,0.76
mimic_iii,augmented_occlusion,auc,DLinear,1,0.05,0.573,0.532
mimic_iii,augmented_occlusion,auc,DLinear,1,0.075,0.586,0.531
mimic_iii,augmented_occlusion,auc,DLinear,1,0.1,0.606,0.53
mimic_iii,augmented_occlusion,auc,DLinear,1,0.15,0.633,0.529
mimic_iii,augmented_occlusion,auc,DLinear,2,0.05,0.613,0.551
mimic_iii,augmented_occlusion,auc,DLinear,2,0.075,0.651,0.549
mimic_iii,augmented_occlusion,auc,DLinear,2,0.1,0.664,0.548
mimic_iii,augmented_occlusion,auc,DLinear,2,0.15,0.681,0.545
mimic_iii,augmented_occlusion,auc,DLinear,3,0.05,0.312,0.278
mimic_iii,augmented_occlusion,auc,DLinear,3,0.075,0.334,0.272
mimic_iii,augmented_occlusion,auc,DLinear,3,0.1,0.347,0.27
mimic_iii,augmented_occlusion,auc,DLinear,3,0.15,0.398,0.266
mimic_iii,augmented_occlusion,auc,MICN,1,0.05,0.596,0.621
mimic_iii,augmented_occlusion,auc,MICN,1,0.075,0.599,0.617
mimic_iii,augmented_occlusion,auc,MICN,1,0.1,0.6,0.605
mimic_iii,augmented_occlusion,auc,MICN,1,0.15,0.605,0.598
mimic_iii,augmented_occlusion,auc,MICN,2,0.05,0.485,0.484
mimic_iii,augmented_occlusion,auc,MICN,2,0.075,0.507,0.476
mimic_iii,augmented_occlusion,auc,MICN,2,0.1,0.523,0.468
mimic_iii,augmented_occlusion,auc,MICN,2,0.15,0.537,0.457
mimic_iii,augmented_occlusion,auc,MICN,3,0.05,0.242,0.214
mimic_iii,augmented_occlusion,auc,MICN,3,0.075,0.263,0.208
mimic_iii,augmented_occlusion,auc,MICN,3,0.1,0.273,0.205
mimic_iii,augmented_occlusion,auc,MICN,3,0.15,0.286,0.202
mimic_iii,augmented_occlusion,auc,SegRNN,1,0.05,0.455,0.259
mimic_iii,augmented_occlusion,auc,SegRNN,1,0.075,0.483,0.251
mimic_iii,augmented_occlusion,auc,SegRNN,1,0.1,0.502,0.245
mimic_iii,augmented_occlusion,auc,SegRNN,1,0.15,0.526,0.232
mimic_iii,augmented_occlusion,auc,SegRNN,2,0.05,0.539,0.405
mimic_iii,augmented_occlusion,auc,SegRNN,2,0.075,0.549,0.401
mimic_iii,augmented_occlusion,auc,SegRNN,2,0.1,0.556,0.399
mimic_iii,augmented_occlusion,auc,SegRNN,2,0.15,0.564,0.395
mimic_iii,augmented_occlusion,auc,SegRNN,3,0.05,0.272,0.179
mimic_iii,augmented_occlusion,auc,SegRNN,3,0.075,0.294,0.16
mimic_iii,augmented_occlusion,auc,SegRNN,3,0.1,0.3,0.152
mimic_iii,augmented_occlusion,auc,SegRNN,3,0.15,0.325,0.139
mimic_iii,augmented_occlusion,auc,iTransformer,1,0.05,0.457,0.543
mimic_iii,augmented_occlusion,auc,iTransformer,1,0.075,0.463,0.521
mimic_iii,augmented_occlusion,auc,iTransformer,1,0.1,0.461,0.505
mimic_iii,augmented_occlusion,auc,iTransformer,1,0.15,0.47,0.481
mimic_iii,augmented_occlusion,auc,iTransformer,2,0.05,0.314,0.463
mimic_iii,augmented_occlusion,auc,iTransformer,2,0.075,0.322,0.428
mimic_iii,augmented_occlusion,auc,iTransformer,2,0.1,0.326,0.396
mimic_iii,augmented_occlusion,auc,iTransformer,2,0.15,0.333,0.356
mimic_iii,augmented_occlusion,auc,iTransformer,3,0.05,0.469,0.556
mimic_iii,augmented_occlusion,auc,iTransformer,3,0.075,0.476,0.527
mimic_iii,augmented_occlusion,auc,iTransformer,3,0.1,0.484,0.512
mimic_iii,augmented_occlusion,auc,iTransformer,3,0.15,0.491,0.491
mimic_iii,augmented_occlusion,auc,CALF,1,0.05,0.931,0.951
mimic_iii,augmented_occlusion,auc,CALF,1,0.075,0.931,0.947
mimic_iii,augmented_occlusion,auc,CALF,1,0.1,0.931,0.947
mimic_iii,augmented_occlusion,auc,CALF,1,0.15,0.931,0.938
mimic_iii,augmented_occlusion,auc,CALF,2,0.05,0.747,0.757
mimic_iii,augmented_occlusion,auc,CALF,2,0.075,0.749,0.75
mimic_iii,augmented_occlusion,auc,CALF,2,0.1,0.751,0.747
mimic_iii,augmented_occlusion,auc,CALF,2,0.15,0.763,0.746
mimic_iii,augmented_occlusion,auc,CALF,3,0.05,0.775,0.809
mimic_iii,augmented_occlusion,auc,CALF,3,0.075,0.776,0.794
mimic_iii,augmented_occlusion,auc,CALF,3,0.1,0.776,0.786
mimic_iii,augmented_occlusion,auc,CALF,3,0.15,0.778,0.779
mimic_iii,feature_permutation,auc,DLinear,1,0.05,0.612,0.727
mimic_iii,feature_permutation,auc,DLinear,1,0.075,0.639,0.726
mimic_iii,feature_permutation,auc,DLinear,1,0.1,0.663,0.725
mimic_iii,feature_permutation,auc,DLinear,1,0.15,0.688,0.728
mimic_iii,feature_permutation,auc,DLinear,2,0.05,0.622,0.705
mimic_iii,feature_permutation,auc,DLinear,2,0.075,0.65,0.71
mimic_iii,feature_permutation,auc,DLinear,2,0.1,0.67,0.714
mimic_iii,feature_permutation,auc,DLinear,2,0.15,0.69,0.72
mimic_iii,feature_permutation,auc,DLinear,3,0.05,0.282,0.489
mimic_iii,feature_permutation,auc,DLinear,3,0.075,0.326,0.494
mimic_iii,feature_permutation,auc,DLinear,3,0.1,0.366,0.496
mimic_iii,feature_permutation,auc,DLinear,3,0.15,0.41,0.497
mimic_iii,feature_permutation,auc,MICN,1,0.05,0.585,0.677
mimic_iii,feature_permutation,auc,MICN,1,0.075,0.588,0.665
mimic_iii,feature_permutation,auc,MICN,1,0.1,0.59,0.664
mimic_iii,feature_permutation,auc,MICN,1,0.15,0.596,0.655
mimic_iii,feature_permutation,auc,MICN,2,0.05,0.458,0.539
mimic_iii,feature_permutation,auc,MICN,2,0.075,0.477,0.536
mimic_iii,feature_permutation,auc,MICN,2,0.1,0.486,0.538
mimic_iii,feature_permutation,auc,MICN,2,0.15,0.498,0.538
mimic_iii,feature_permutation,auc,MICN,3,0.05,0.285,0.404
mimic_iii,feature_permutation,auc,MICN,3,0.075,0.307,0.408
mimic_iii,feature_permutation,auc,MICN,3,0.1,0.324,0.405
mimic_iii,feature_permutation,auc,MICN,3,0.15,0.345,0.403
mimic_iii,feature_permutation,auc,SegRNN,1,0.05,0.364,0.459
mimic_iii,feature_permutation,auc,SegRNN,1,0.075,0.377,0.456
mimic_iii,feature_permutation,auc,SegRNN,1,0.1,0.39,0.46
mimic_iii,feature_permutation,auc,SegRNN,1,0.15,0.397,0.459
mimic_iii,feature_permutation,auc,SegRNN,2,0.05,0.35,0.456
mimic_iii,feature_permutation,auc,SegRNN,2,0.075,0.353,0.443
mimic_iii,feature_permutation,auc,SegRNN,2,0.1,0.359,0.436
mimic_iii,feature_permutation,auc,SegRNN,2,0.15,0.371,0.423
mimic_iii,feature_permutation,auc,SegRNN,3,0.05,0.187,0.303
mimic_iii,feature_permutation,auc,SegRNN,3,0.075,0.195,0.287
mimic_iii,feature_permutation,auc,SegRNN,3,0.1,0.201,0.288
mimic_iii,feature_permutation,auc,SegRNN,3,0.15,0.209,0.28
mimic_iii,feature_permutation,auc,iTransformer,1,0.05,0.511,0.672
mimic_iii,feature_permutation,auc,iTransformer,1,0.075,0.514,0.652
mimic_iii,feature_permutation,auc,iTransformer,1,0.1,0.516,0.628
mimic_iii,feature_permutation,auc,iTransformer,1,0.15,0.518,0.603
mimic_iii,feature_permutation,auc,iTransformer,2,0.05,0.304,0.551
mimic_iii,feature_permutation,auc,iTransformer,2,0.075,0.308,0.52
mimic_iii,feature_permutation,auc,iTransformer,2,0.1,0.316,0.505
mimic_iii,feature_permutation,auc,iTransformer,2,0.15,0.327,0.487
mimic_iii,feature_permutation,auc,iTransformer,3,0.05,0.438,0.569
mimic_iii,feature_permutation,auc,iTransformer,3,0.075,0.439,0.554
mimic_iii,feature_permutation,auc,iTransformer,3,0.1,0.443,0.544
mimic_iii,feature_permutation,auc,iTransformer,3,0.15,0.45,0.525
mimic_iii,feature_permutation,auc,CALF,1,0.05,0.931,0.95
mimic_iii,feature_permutation,auc,CALF,1,0.075,0.931,0.952
mimic_iii,feature_permutation,auc,CALF,1,0.1,0.931,0.946
mimic_iii,feature_permutation,auc,CALF,1,0.15,0.931,0.941
mimic_iii,feature_permutation,auc,CALF,2,0.05,0.766,0.791
mimic_iii,feature_permutation,auc,CALF,2,0.075,0.767,0.79
mimic_iii,feature_permutation,auc,CALF,2,0.1,0.77,0.79
mimic_iii,feature_permutation,auc,CALF,2,0.15,0.773,0.791
mimic_iii,feature_permutation,auc,CALF,3,0.05,0.779,0.805
mimic_iii,feature_permutation,auc,CALF,3,0.075,0.78,0.8
mimic_iii,feature_permutation,auc,CALF,3,0.1,0.781,0.794
mimic_iii,feature_permutation,auc,CALF,3,0.15,0.782,0.792
mimic_iii,integrated_gradients,auc,DLinear,1,0.05,0.571,0.693
mimic_iii,integrated_gradients,auc,DLinear,1,0.075,0.591,0.696
mimic_iii,integrated_gradients,auc,DLinear,1,0.1,0.605,0.695
mimic_iii,integrated_gradients,auc,DLinear,1,0.15,0.628,0.696
mimic_iii,integrated_gradients,auc,DLinear,2,0.05,0.596,0.703
mimic_iii,integrated_gradients,auc,DLinear,2,0.075,0.623,0.702
mimic_iii,integrated_gradients,auc,DLinear,2,0.1,0.643,0.702
mimic_iii,integrated_gradients,auc,DLinear,2,0.15,0.667,0.703
mimic_iii,integrated_gradients,auc,DLinear,3,0.05,0.254,0.441
mimic_iii,integrated_gradients,auc,DLinear,3,0.075,0.272,0.444
mimic_iii,integrated_gradients,auc,DLinear,3,0.1,0.29,0.445
mimic_iii,integrated_gradients,auc,DLinear,3,0.15,0.323,0.449
mimic_iii,integrated_gradients,auc,MICN,1,0.05,0.612,0.707
mimic_iii,integrated_gradients,auc,MICN,1,0.075,0.619,0.697
mimic_iii,integrated_gradients,auc,MICN,1,0.1,0.629,0.69
mimic_iii,integrated_gradients,auc,MICN,1,0.15,0.639,0.682
mimic_iii,integrated_gradients,auc,MICN,2,0.05,0.512,0.575
mimic_iii,integrated_gradients,auc,MICN,2,0.075,0.537,0.57
mimic_iii,integrated_gradients,auc,MICN,2,0.1,0.546,0.574
mimic_iii,integrated_gradients,auc,MICN,2,0.15,0.569,0.574
mimic_iii,integrated_gradients,auc,MICN,3,0.05,0.25,0.342
mimic_iii,integrated_gradients,auc,MICN,3,0.075,0.27,0.34
mimic_iii,integrated_gradients,auc,MICN,3,0.1,0.292,0.345
mimic_iii,integrated_gradients,auc,MICN,3,0.15,0.324,0.348
mimic_iii,integrated_gradients,auc,SegRNN,1,0.05,0.275,0.482
mimic_iii,integrated_gradients,auc,SegRNN,1,0.075,0.286,0.453
mimic_iii,integrated_gradients,auc,SegRNN,1,0.1,0.296,0.429
mimic_iii,integrated_gradients,auc,SegRNN,1,0.15,0.304,0.393
mimic_iii,integrated_gradients,auc,SegRNN,2,0.05,0.404,0.573
mimic_iii,integrated_gradients,auc,SegRNN,2,0.075,0.407,0.558
mimic_iii,integrated_gradients,auc,SegRNN,2,0.1,0.412,0.548
mimic_iii,integrated_gradients,auc,SegRNN,2,0.15,0.416,0.514
mimic_iii,integrated_gradients,auc,SegRNN,3,0.05,0.118,0.509
mimic_iii,integrated_gradients,auc,SegRNN,3,0.075,0.122,0.479
mimic_iii,integrated_gradients,auc,SegRNN,3,0.1,0.127,0.452
mimic_iii,integrated_gradients,auc,SegRNN,3,0.15,0.137,0.395
mimic_iii,integrated_gradients,auc,iTransformer,1,0.05,0.503,0.614
mimic_iii,integrated_gradients,auc,iTransformer,1,0.075,0.505,0.594
mimic_iii,integrated_gradients,auc,iTransformer,1,0.1,0.509,0.571
mimic_iii,integrated_gradients,auc,iTransformer,1,0.15,0.516,0.559
mimic_iii,integrated_gradients,auc,iTransformer,2,0.05,0.223,0.388
mimic_iii,integrated_gradients,auc,iTransformer,2,0.075,0.235,0.372
mimic_iii,integrated_gradients,auc,iTransformer,2,0.1,0.251,0.367
mimic_iii,integrated_gradients,auc,iTransformer,2,0.15,0.272,0.363
mimic_iii,integrated_gradients,auc,iTransformer,3,0.05,0.488,0.569
mimic_iii,integrated_gradients,auc,iTransformer,3,0.075,0.5,0.557
mimic_iii,integrated_gradients,auc,iTransformer,3,0.1,0.508,0.559
mimic_iii,integrated_gradients,auc,iTransformer,3,0.15,0.524,0.55
mimic_iii,gradient_shap,auc,DLinear,1,0.05,0.621,0.72
mimic_iii,gradient_shap,auc,DLinear,1,0.075,0.65,0.725
mimic_iii,gradient_shap,auc,DLinear,1,0.1,0.667,0.726
mimic_iii,gradient_shap,auc,DLinear,1,0.15,0.688,0.727
mimic_iii,gradient_shap,auc,DLinear,2,0.05,0.579,0.686
mimic_iii,gradient_shap,auc,DLinear,2,0.075,0.615,0.686
mimic_iii,gradient_shap,auc,DLinear,2,0.1,0.63,0.686
mimic_iii,gradient_shap,auc,DLinear,2,0.15,0.655,0.686
mimic_iii,gradient_shap,auc,DLinear,3,0.05,0.292,0.494
mimic_iii,gradient_shap,auc,DLinear,3,0.075,0.338,0.498
mimic_iii,gradient_shap,auc,DLinear,3,0.1,0.376,0.498
mimic_iii,gradient_shap,auc,DLinear,3,0.15,0.431,0.499
mimic_iii,gradient_shap,auc,MICN,1,0.05,0.599,0.7
mimic_iii,gradient_shap,auc,MICN,1,0.075,0.608,0.689
mimic_iii,gradient_shap,auc,MICN,1,0.1,0.61,0.683
mimic_iii,gradient_shap,auc,MICN,1,0.15,0.621,0.67
mimic_iii,gradient_shap,auc,MICN,2,0.05,0.496,0.589
mimic_iii,gradient_shap,auc,MICN,2,0.075,0.516,0.593
mimic_iii,gradient_shap,auc,MICN,2,0.1,0.535,0.59
mimic_iii,gradient_shap,auc,MICN,2,0.15,0.544,0.582
mimic_iii,gradient_shap,auc,MICN,3,0.05,0.29,0.435
mimic_iii,gradient_shap,auc,MICN,3,0.075,0.314,0.435
mimic_iii,gradient_shap,auc,MICN,3,0.1,0.336,0.432
mimic_iii,gradient_shap,auc,MICN,3,0.15,0.365,0.425
mimic_iii,gradient_shap,auc,SegRNN,1,0.05,0.238,0.468
mimic_iii,gradient_shap,auc,SegRNN,1,0.075,0.247,0.453
mimic_iii,gradient_shap,auc,SegRNN,1,0.1,0.255,0.43
mimic_iii,gradient_shap,auc,SegRNN,1,0.15,0.268,0.401
mimic_iii,gradient_shap,auc,SegRNN,2,0.05,0.33,0.531
mimic_iii,gradient_shap,auc,SegRNN,2,0.075,0.333,0.499
mimic_iii,gradient_shap,auc,SegRNN,2,0.1,0.335,0.486
mimic_iii,gradient_shap,auc,SegRNN,2,0.15,0.344,0.448
mimic_iii,gradient_shap,auc,SegRNN,3,0.05,0.131,0.475
mimic_iii,gradient_shap,auc,SegRNN,3,0.075,0.133,0.443
mimic_iii,gradient_shap,auc,SegRNN,3,0.1,0.135,0.419
mimic_iii,gradient_shap,auc,SegRNN,3,0.15,0.143,0.386
mimic_iii,gradient_shap,auc,iTransformer,1,0.05,0.48,0.632
mimic_iii,gradient_shap,auc,iTransformer,1,0.075,0.483,0.62
mimic_iii,gradient_shap,auc,iTransformer,1,0.1,0.487,0.61
mimic_iii,gradient_shap,auc,iTransformer,1,0.15,0.497,0.596
mimic_iii,gradient_shap,auc,iTransformer,2,0.05,0.281,0.494
mimic_iii,gradient_shap,auc,iTransformer,2,0.075,0.302,0.49
mimic_iii,gradient_shap,auc,iTransformer,2,0.1,0.318,0.474
mimic_iii,gradient_shap,auc,iTransformer,2,0.15,0.357,0.471
mimic_iii,gradient_shap,auc,iTransformer,3,0.05,0.408,0.579
mimic_iii,gradient_shap,auc,iTransformer,3,0.075,0.422,0.559
mimic_iii,gradient_shap,auc,iTransformer,3,0.1,0.433,0.547
mimic_iii,gradient_shap,auc,iTransformer,3,0.15,0.454,0.537
mimic_iii,winIT,auc,DLinear,1,0.05,0.581,0.618
mimic_iii,winIT,auc,DLinear,1,0.075,0.59,0.6
mimic_iii,winIT,auc,DLinear,1,0.1,0.599,0.59
mimic_iii,winIT,auc,DLinear,1,0.15,0.619,0.583
mimic_iii,winIT,auc,DLinear,2,0.05,0.57,0.697
mimic_iii,winIT,auc,DLinear,2,0.075,0.572,0.673
mimic_iii,winIT,auc,DLinear,2,0.1,0.571,0.644
mimic_iii,winIT,auc,DLinear,2,0.15,0.581,0.611
mimic_iii,winIT,auc,DLinear,3,0.05,0.306,0.375
mimic_iii,winIT,auc,DLinear,3,0.075,0.314,0.343
mimic_iii,winIT,auc,DLinear,3,0.1,0.32,0.327
mimic_iii,winIT,auc,DLinear,3,0.15,0.34,0.311
mimic_iii,winIT,auc,MICN,1,0.05,0.59,0.638
mimic_iii,winIT,auc,MICN,1,0.075,0.595,0.623
mimic_iii,winIT,auc,MICN,1,0.1,0.6,0.617
mimic_iii,winIT,auc,MICN,1,0.15,0.607,0.606
mimic_iii,winIT,auc,MICN,2,0.05,0.478,0.545
mimic_iii,winIT,auc,MICN,2,0.075,0.495,0.518
mimic_iii,winIT,auc,MICN,2,0.1,0.525,0.505
mimic_iii,winIT,auc,MICN,2,0.15,0.568,0.491
mimic_iii,winIT,auc,MICN,3,0.05,0.199,0.194
mimic_iii,winIT,auc,MICN,3,0.075,0.226,0.179
mimic_iii,winIT,auc,MICN,3,0.1,0.236,0.168
mimic_iii,winIT,auc,MICN,3,0.15,0.265,0.164
mimic_iii,winIT,auc,SegRNN,1,0.05,0.452,0.326
mimic_iii,winIT,auc,SegRNN,1,0.075,0.474,0.316
mimic_iii,winIT,auc,SegRNN,1,0.1,0.484,0.311
mimic_iii,winIT,auc,SegRNN,1,0.15,0.491,0.304
mimic_iii,winIT,auc,SegRNN,2,0.05,0.584,0.469
mimic_iii,winIT,auc,SegRNN,2,0.075,0.601,0.46
mimic_iii,winIT,auc,SegRNN,2,0.1,0.614,0.454
mimic_iii,winIT,auc,SegRNN,2,0.15,0.637,0.447
mimic_iii,winIT,auc,SegRNN,3,0.05,0.266,0.161
mimic_iii,winIT,auc,SegRNN,3,0.075,0.277,0.149
mimic_iii,winIT,auc,SegRNN,3,0.1,0.299,0.143
mimic_iii,winIT,auc,SegRNN,3,0.15,0.326,0.126
mimic_iii,winIT,auc,iTransformer,1,0.05,0.463,0.612
mimic_iii,winIT,auc,iTransformer,1,0.075,0.465,0.592
mimic_iii,winIT,auc,iTransformer,1,0.1,0.466,0.577
mimic_iii,winIT,auc,iTransformer,1,0.15,0.467,0.549
mimic_iii,winIT,auc,iTransformer,2,0.05,0.297,0.468
mimic_iii,winIT,auc,iTransformer,2,0.075,0.3,0.441
mimic_iii,winIT,auc,iTransformer,2,0.1,0.304,0.422
